shifts,pred_label,probs,probs_top,IsTop5,label
-5000,right,0.4987420439720154,0.4987420439720154,True,right
-4901,right,0.5786890387535095,0.5786890387535095,True,right
-4802,right,0.8102185726165771,0.8102185726165771,True,right
-4703,right,0.840940535068512,0.840940535068512,True,right
-4604,right,0.7770628929138184,0.7770628929138184,True,right
-4505,right,0.5990357398986816,0.5990357398986816,True,right
-4406,right,0.7476857900619507,0.7476857900619507,True,right
-4307,right,0.6682268381118774,0.6682268381118774,True,right
-4208,right,0.7034172415733337,0.7034172415733337,True,right
-4109,right,0.640812337398529,0.640812337398529,True,right
-4010,right,0.5021857619285583,0.5021857619285583,True,right
-3911,right,0.31959068775177,0.31959068775177,True,right
-3812,bed,0.13706126809120178,0.6672163009643555,True,right
-3713,bed,0.2084769606590271,0.5296885967254639,True,right
-3614,bed,0.23793789744377136,0.3960820138454437,True,right
-3515,right,0.3371087610721588,0.3371087610721588,True,right
-3416,right,0.6710729598999023,0.6710729598999023,True,right
-3317,right,0.5958095788955688,0.5958095788955688,True,right
-3218,right,0.5145479440689087,0.5145479440689087,True,right
-3119,right,0.47949281334877014,0.47949281334877014,True,right
-3020,right,0.4664064645767212,0.4664064645767212,True,right
-2921,right,0.35040783882141113,0.35040783882141113,True,right
-2822,right,0.4160915017127991,0.4160915017127991,True,right
-2723,right,0.8417013883590698,0.8417013883590698,True,right
-2624,right,0.6932844519615173,0.6932844519615173,True,right
-2525,right,0.7799581289291382,0.7799581289291382,True,right
-2426,right,0.8019740581512451,0.8019740581512451,True,right
-2327,right,0.7910048365592957,0.7910048365592957,True,right
-2228,right,0.7325983047485352,0.7325983047485352,True,right
-2129,right,0.6562164425849915,0.6562164425849915,True,right
-2030,right,0.8160012364387512,0.8160012364387512,True,right
-1931,right,0.5492215156555176,0.5492215156555176,True,right
-1832,right,0.6844711899757385,0.6844711899757385,True,right
-1733,right,0.6587631106376648,0.6587631106376648,True,right
-1634,right,0.8102012276649475,0.8102012276649475,True,right
-1535,right,0.6298956274986267,0.6298956274986267,True,right
-1436,right,0.6535850763320923,0.6535850763320923,True,right
-1337,right,0.7283268570899963,0.7283268570899963,True,right
-1238,right,0.6511445641517639,0.6511445641517639,True,right
-1139,right,0.5788698196411133,0.5788698196411133,True,right
-1040,right,0.6784046292304993,0.6784046292304993,True,right
-941,right,0.5826287865638733,0.5826287865638733,True,right
-842,right,0.4381592571735382,0.4381592571735382,True,right
-743,right,0.6990841031074524,0.6990841031074524,True,right
-644,right,0.3586184084415436,0.3586184084415436,True,right
-545,right,0.7992286682128906,0.7992286682128906,True,right
-446,right,0.6700546145439148,0.6700546145439148,True,right
-347,right,0.7387187480926514,0.7387187480926514,True,right
-248,right,0.5740690231323242,0.5740690231323242,True,right
-149,right,0.7540027499198914,0.7540027499198914,True,right
-50,right,0.6946483254432678,0.6946483254432678,True,right
49,right,0.3855239450931549,0.3855239450931549,True,right
148,bed,0.20298415422439575,0.3313644230365753,True,right
247,right,0.2798074781894684,0.2798074781894684,True,right
346,right,0.6264639496803284,0.6264639496803284,True,right
445,right,0.6059002876281738,0.6059002876281738,True,right
544,right,0.7702044248580933,0.7702044248580933,True,right
643,right,0.7391334772109985,0.7391334772109985,True,right
742,right,0.619763970375061,0.619763970375061,True,right
841,right,0.39413297176361084,0.39413297176361084,True,right
940,bed,0.2301904857158661,0.3844855725765228,True,right
1039,right,0.7927323579788208,0.7927323579788208,True,right
1138,right,0.8816094994544983,0.8816094994544983,True,right
1237,right,0.771506667137146,0.771506667137146,True,right
1336,right,0.7376189231872559,0.7376189231872559,True,right
1435,right,0.7971646785736084,0.7971646785736084,True,right
1534,right,0.7550659775733948,0.7550659775733948,True,right
1633,right,0.4875812828540802,0.4875812828540802,True,right
1732,right,0.6912210583686829,0.6912210583686829,True,right
1831,right,0.7516708374023438,0.7516708374023438,True,right
1930,right,0.7729702591896057,0.7729702591896057,True,right
2029,right,0.8120061159133911,0.8120061159133911,True,right
2128,right,0.7780365943908691,0.7780365943908691,True,right
2227,right,0.8890175819396973,0.8890175819396973,True,right
2326,right,0.7093307375907898,0.7093307375907898,True,right
2425,right,0.7203976511955261,0.7203976511955261,True,right
2524,right,0.733522355556488,0.733522355556488,True,right
2623,right,0.6189040541648865,0.6189040541648865,True,right
2722,right,0.7293045520782471,0.7293045520782471,True,right
2821,right,0.6940457224845886,0.6940457224845886,True,right
2920,right,0.7988748550415039,0.7988748550415039,True,right
3019,right,0.7543163895606995,0.7543163895606995,True,right
3118,right,0.83940190076828,0.83940190076828,True,right
3217,right,0.8311945199966431,0.8311945199966431,True,right
3316,right,0.6779833436012268,0.6779833436012268,True,right
3415,right,0.6725119948387146,0.6725119948387146,True,right
3514,right,0.6685879230499268,0.6685879230499268,True,right
3613,right,0.5960988998413086,0.5960988998413086,True,right
3712,right,0.7008008360862732,0.7008008360862732,True,right
3811,right,0.4637331962585449,0.4637331962585449,True,right
3910,right,0.3502177894115448,0.3502177894115448,True,right
4009,bed,0.24859313666820526,0.47997522354125977,True,right
4108,right,0.35979580879211426,0.35979580879211426,True,right
4207,right,0.4723581373691559,0.4723581373691559,True,right
4306,right,0.5110872983932495,0.5110872983932495,True,right
4405,right,0.41866812109947205,0.41866812109947205,True,right
4504,right,0.8080728054046631,0.8080728054046631,True,right
4603,right,0.48955515027046204,0.48955515027046204,True,right
4702,right,0.6306831240653992,0.6306831240653992,True,right
4801,right,0.6547819375991821,0.6547819375991821,True,right
4900,right,0.5470588207244873,0.5470588207244873,True,right
4999,right,0.6306708455085754,0.6306708455085754,True,right
-5000,right,0.4911077618598938,0.4911077618598938,True,right
-4901,right,0.6345750689506531,0.6345750689506531,True,right
-4802,right,0.7578231692314148,0.7578231692314148,True,right
-4703,right,0.8660821318626404,0.8660821318626404,True,right
-4604,right,0.9711496233940125,0.9711496233940125,True,right
-4505,right,0.9816389083862305,0.9816389083862305,True,right
-4406,right,0.9519981741905212,0.9519981741905212,True,right
-4307,right,0.9230735301971436,0.9230735301971436,True,right
-4208,right,0.8969804048538208,0.8969804048538208,True,right
-4109,right,0.9402307271957397,0.9402307271957397,True,right
-4010,right,0.8415245413780212,0.8415245413780212,True,right
-3911,right,0.6221862435340881,0.6221862435340881,True,right
-3812,right,0.7427714467048645,0.7427714467048645,True,right
-3713,right,0.9005013108253479,0.9005013108253479,True,right
-3614,right,0.8031787872314453,0.8031787872314453,True,right
-3515,right,0.9559800028800964,0.9559800028800964,True,right
-3416,right,0.8609367609024048,0.8609367609024048,True,right
-3317,right,0.8197134137153625,0.8197134137153625,True,right
-3218,right,0.6983835697174072,0.6983835697174072,True,right
-3119,right,0.6856958866119385,0.6856958866119385,True,right
-3020,right,0.7986753582954407,0.7986753582954407,True,right
-2921,right,0.7859804034233093,0.7859804034233093,True,right
-2822,right,0.6493683457374573,0.6493683457374573,True,right
-2723,right,0.8655241131782532,0.8655241131782532,True,right
-2624,right,0.9210752248764038,0.9210752248764038,True,right
-2525,right,0.7146779298782349,0.7146779298782349,True,right
